release_date,spawning_year,release_month,n_particles,n_M6,n_M6_north_1979-2015,n_M6_north_2016-2025,n_M6_north_envelope
2023-12-18,2024,12,545807,221537,188579,190400,188468
2023-12-19,2024,12,545807,219084,187824,189593,187725
2023-12-20,2024,12,545807,216628,187782,189496,187671
2023-12-21,2024,12,545807,212987,187061,188753,186946
2023-12-22,2024,12,545807,208961,186748,188363,186654
2023-12-23,2024,12,545807,206963,186398,188055,186297
2023-12-24,2024,12,545807,205974,186209,187691,186111
2023-12-25,2024,12,545807,205833,186171,187720,186072
2023-12-26,2024,12,545807,205556,186179,187696,186070
2023-12-27,2024,12,545807,205536,186085,187579,185986
2023-12-28,2024,12,545807,205144,185883,187350,185766
2023-12-29,2024,12,545807,204760,185597,187079,185484
2023-12-30,2024,12,545807,204357,185318,186702,185209
2023-12-31,2024,12,545807,204321,185032,186461,184936
2024-01-01,2024,1,545807,203805,184796,186195,184699
2024-01-02,2024,1,545807,203617,184948,186314,184820
2024-01-03,2024,1,545807,202698,184846,186232,184744
2024-01-04,2024,1,545807,199923,184744,186048,184647
2024-01-05,2024,1,545807,199806,184556,185976,184461
2024-01-06,2024,1,545807,199445,184374,185730,184291
2024-01-07,2024,1,545807,199142,184206,185629,184128
2024-01-08,2024,1,545807,199303,184384,185765,184325
2024-01-09,2024,1,545807,198975,184295,185627,184225
2024-01-10,2024,1,545807,198750,184047,185450,183998
2024-01-11,2024,1,545807,198648,184097,185442,184061
2024-01-12,2024,1,545807,198158,183870,185250,183829
2024-01-13,2024,1,545807,197736,183781,185214,183741
2024-01-14,2024,1,545807,197673,183741,185113,183708
2024-01-15,2024,1,545807,197389,183489,184906,183462
2024-01-16,2024,1,545807,197295,183644,185010,183598
2024-01-17,2024,1,545807,197155,183437,184758,183408
2024-01-18,2024,1,545807,196788,183406,184669,183376
2024-01-19,2024,1,545807,196346,183454,184618,183421
2024-01-20,2024,1,545807,195580,183017,184167,182987
2024-01-21,2024,1,545807,195032,183196,184195,183165
2024-01-22,2024,1,545807,193609,182361,183341,182316
2024-01-23,2024,1,545807,192298,182176,183027,182118
2024-01-24,2024,1,545807,190262,181517,182380,181499
2024-01-25,2024,1,545807,188539,180680,181626,180680
2024-01-26,2024,1,545807,187750,180225,181095,180225
2024-01-27,2024,1,545807,186951,179554,180437,179554
2024-01-28,2024,1,545807,186428,178933,179866,178933
2024-01-29,2024,1,545807,186268,178850,179774,178850
2024-01-30,2024,1,545807,185811,178490,179391,178490
2024-01-31,2024,1,545807,185373,178293,179113,178293
2024-02-01,2024,2,545807,185251,178087,178889,178087
2024-02-02,2024,2,545807,184990,177906,178742,177906
2024-02-03,2024,2,545807,184245,177497,178429,177497
2024-02-04,2024,2,545807,183299,176741,177606,176741
2024-02-05,2024,2,545807,182686,176250,177185,176250
2024-02-06,2024,2,545807,182180,175968,176917,175968
2024-02-07,2024,2,545807,182314,176266,177177,176266
2024-02-08,2024,2,545807,181990,175960,176865,175960
2024-02-09,2024,2,545807,181738,175704,176655,175704
2024-02-10,2024,2,545807,181579,175567,176620,175567
2024-02-11,2024,2,545807,181351,175579,176546,175579
2024-02-12,2024,2,545807,180652,175132,176123,175132
2024-02-13,2024,2,545807,180363,175142,176147,175142
2024-02-14,2024,2,545807,180255,175143,176108,175143
2024-02-15,2024,2,545807,180108,174897,175997,174896
2024-02-16,2024,2,545807,180358,175142,176183,175142
2024-02-17,2024,2,545807,180313,175129,176178,175129
2024-02-18,2024,2,545807,180155,175188,176213,175188
2024-02-19,2024,2,545807,180301,175290,176287,175290
2024-02-20,2024,2,545807,179944,174948,175941,174948
2024-02-21,2024,2,545807,179781,174884,175886,174884
2024-02-22,2024,2,545807,179699,174705,175703,174705
2024-02-23,2024,2,545807,179627,174742,175692,174742
2024-02-24,2024,2,545807,179458,174559,175534,174559
2024-02-25,2024,2,545807,179461,174773,175707,174773
2024-02-26,2024,2,545807,179312,174581,175519,174581
2024-02-27,2024,2,545807,178981,174315,175255,174315
2024-02-28,2024,2,545807,178804,174194,175119,174194
2024-02-29,2024,2,545807,178688,174179,175041,174179
2024-03-01,2024,3,545807,178454,173886,174838,173886
2024-03-02,2024,3,545807,178472,174067,174977,174067
2024-03-03,2024,3,545807,178464,174051,174966,174050
2024-03-04,2024,3,545807,178508,174054,174932,174054
2024-03-05,2024,3,545807,178069,173879,174688,173879
2024-03-06,2024,3,545807,177946,173610,174448,173610
2024-03-07,2024,3,545807,177984,173647,174485,173647
2024-03-08,2024,3,545807,177854,173606,174433,173606
2024-03-09,2024,3,545807,178038,173930,174701,173930
2024-03-10,2024,3,545807,177833,173657,174501,173657
2024-03-11,2024,3,545807,177864,173789,174619,173789
2024-03-12,2024,3,545807,177515,173361,174214,173361
2024-03-13,2024,3,545807,177280,173145,173986,173145
2024-03-14,2024,3,545807,177330,173215,174076,173215
2024-11-15,2025,11,545807,252030,190533,198460,190447
2024-11-16,2025,11,545807,249114,190256,198211,190172
2024-11-17,2025,11,545807,245369,189674,197038,189575
2024-11-18,2025,11,545807,242945,189006,195960,188924
2024-11-19,2025,11,545807,243260,188820,195857,188722
2024-11-20,2025,11,545807,242486,188382,195380,188298
2024-11-21,2025,11,545807,244063,188730,196184,188656
2024-11-22,2025,11,545807,245359,189490,196989,189405
2024-11-23,2025,11,545807,244532,189573,196896,189498
2024-11-24,2025,11,545807,243905,189711,196949,189623
2024-11-25,2025,11,545807,242784,188875,195696,188787
2024-11-26,2025,11,545807,241454,188894,195398,188805
2024-11-27,2025,11,545807,240990,188917,195552,188839
2024-11-28,2025,11,545807,234452,188384,194815,188292
2024-11-29,2025,11,545807,233362,188444,194998,188347
2024-11-30,2025,11,545807,233761,188295,194626,188184
2024-12-01,2025,12,545807,238637,189205,196272,189118
2024-12-02,2025,12,545807,241397,189689,197512,189573
2024-12-03,2025,12,545807,243713,189947,197981,189815
2024-12-04,2025,12,545807,247201,190462,198777,190337
2024-12-05,2025,12,545807,249323,190869,199278,190731
2024-12-06,2025,12,545807,250703,191192,199750,191044
2024-12-07,2025,12,545807,251369,191419,199857,191308
2024-12-08,2025,12,545807,251050,191487,200136,191347
2024-12-09,2025,12,545807,251219,192131,200739,191988
2024-12-10,2025,12,545807,250838,192047,200867,191917
2024-12-11,2025,12,545807,250516,191570,200552,191445
2024-12-12,2025,12,545807,249727,191512,200313,191360
2024-12-13,2025,12,545807,248880,191766,200955,191637
2024-12-14,2025,12,545807,247313,191807,201038,191671
2024-12-15,2025,12,545807,245987,192020,201288,191890
2024-12-16,2025,12,545807,245716,191896,201244,191772
2024-12-17,2025,12,545807,246218,191526,201167,191385
2024-12-18,2025,12,545807,247757,192023,201641,191867
2024-12-19,2025,12,545807,245721,191790,201546,191665
2024-12-20,2025,12,545807,244279,192320,201781,192198
2024-12-21,2025,12,545807,241702,191400,201031,191290
2024-12-22,2025,12,545807,242551,191808,201297,191688
2024-12-23,2025,12,545807,243855,191862,201599,191748
2024-12-24,2025,12,545807,243421,192425,201988,192296
2024-12-25,2025,12,545807,242848,192679,202314,192546
2024-12-26,2025,12,545807,244778,193392,202937,193252
2024-12-27,2025,12,545807,248004,193329,203033,193196
2024-12-28,2025,12,545807,247671,193231,203012,193076
2024-12-29,2025,12,545807,250518,193607,203727,193476
2024-12-30,2025,12,545807,253566,194514,204886,194366
2024-12-31,2025,12,545807,251362,194627,204756,194473
2025-01-01,2025,1,545807,248587,194611,204864,194471
2025-01-02,2025,1,545807,247194,195381,205568,195242
2025-01-03,2025,1,545807,247293,196459,206779,196317
2025-01-04,2025,1,545807,245544,195868,206329,195718
2025-01-05,2025,1,545807,245236,196019,206486,195875
2025-01-06,2025,1,545807,242823,195649,205871,195508
2025-01-07,2025,1,545807,240902,195456,205703,195320
2025-01-08,2025,1,545807,238944,195918,205857,195753
2025-01-09,2025,1,545807,238737,196069,205931,195943
2025-01-10,2025,1,545807,238102,195841,205775,195688
2025-01-11,2025,1,545807,237403,195686,205485,195530
2025-01-12,2025,1,545807,235132,195129,204831,195005
2025-01-13,2025,1,545807,229983,194640,203983,194486
2025-01-14,2025,1,545807,225753,194392,203774,194255
2025-01-15,2025,1,545807,223635,194498,203760,194369
2025-01-16,2025,1,545807,223142,194662,203760,194539
2025-01-17,2025,1,545807,221638,194118,203222,193985
2025-01-18,2025,1,545807,220870,194585,203562,194466
2025-01-19,2025,1,545807,220881,195079,204021,194961
2025-01-20,2025,1,545807,219400,194488,203385,194358
2025-01-21,2025,1,545807,216824,194197,202936,194063
2025-01-22,2025,1,545807,215610,193817,202425,193693
2025-01-23,2025,1,545807,215005,193911,202253,193775
2025-01-24,2025,1,545807,215093,194304,202723,194169
2025-01-25,2025,1,545807,214948,194646,203021,194510
2025-01-26,2025,1,545807,214884,194917,203210,194786
2025-01-27,2025,1,545807,214759,195005,203235,194862
2025-01-28,2025,1,545807,214351,195197,203157,195047
2025-01-29,2025,1,545807,214828,195532,203613,195390
2025-01-30,2025,1,545807,214244,195168,203165,195029
2025-01-31,2025,1,545807,212228,194925,202413,194809
2025-02-01,2025,2,545807,209679,194707,201562,194599
2025-02-02,2025,2,545807,208511,194671,201131,194627
2025-02-03,2025,2,545807,207462,194121,200586,194095
2025-02-04,2025,2,545807,207005,193960,200240,193941
2025-02-05,2025,2,545807,206248,193497,199584,193478
2025-02-06,2025,2,545807,205986,193505,199635,193480
2025-02-07,2025,2,545807,206006,193647,199655,193616
2025-02-08,2025,2,545807,205537,193312,199409,193285
2025-02-09,2025,2,545807,205487,193231,199251,193207
2025-02-10,2025,2,545807,205301,193235,199234,193201
2025-02-11,2025,2,545807,204092,192771,198402,192736
2025-02-12,2025,2,545807,203351,192379,197973,192343
