release_date,spawning_year,release_month,n_particles,n_M6,n_M6_north_1979-2015,n_M6_north_2016-2025,n_M6_north_envelope
2009-03-12,2009,3,545807,174256,172157,172790,172074
2009-03-13,2009,3,545807,173871,172037,172610,171967
2009-03-14,2009,3,545807,173199,171506,172143,171470
2009-11-15,2010,11,545807,257508,202530,209220,202386
2009-11-16,2010,11,545807,260345,202137,208779,201977
2009-11-17,2010,11,545807,262923,202392,209267,202237
2009-11-18,2010,11,545807,262733,202175,209062,202008
2009-11-19,2010,11,545807,261177,201843,208757,201720
2009-11-20,2010,11,545807,260598,201853,208777,201705
2009-11-21,2010,11,545807,261828,201962,208885,201810
2009-11-22,2010,11,545807,262835,201888,208764,201758
2009-11-23,2010,11,545807,262612,201957,208904,201802
2009-11-24,2010,11,545807,262607,201886,208756,201772
2009-11-25,2010,11,545807,260769,201878,208719,201748
2009-11-26,2010,11,545807,256426,201706,208422,201580
2009-11-27,2010,11,545807,254247,201770,208318,201629
2009-11-28,2010,11,545807,252836,201674,208299,201562
2009-11-29,2010,11,545807,252491,201855,208262,201711
2009-11-30,2010,11,545807,251421,201561,208068,201424
2009-12-01,2010,12,545807,250798,201700,208153,201562
2009-12-02,2010,12,545807,251105,201884,208364,201749
2009-12-03,2010,12,545807,250737,201277,207791,201159
2009-12-04,2010,12,545807,250815,201659,208098,201556
2009-12-05,2010,12,545807,250750,201512,207874,201397
2009-12-06,2010,12,545807,249637,201452,207677,201323
2009-12-07,2010,12,545807,247908,201350,207457,201239
2009-12-08,2010,12,545807,246451,202106,208307,201991
2009-12-09,2010,12,545807,245472,202288,208614,202191
2009-12-10,2010,12,545807,244932,202739,209240,202625
2009-12-11,2010,12,545807,245179,203244,209585,203125
2009-12-12,2010,12,545807,245613,203292,209794,203199
2009-12-13,2010,12,545807,245229,203566,209995,203463
2009-12-14,2010,12,545807,244901,203284,209588,203163
2009-12-15,2010,12,545807,244462,203086,209479,202944
2009-12-16,2010,12,545807,244581,203130,209717,202996
2009-12-17,2010,12,545807,244474,202914,209527,202789
2009-12-18,2010,12,545807,243423,202422,209007,202260
2009-12-19,2010,12,545807,242078,202373,208985,202212
2009-12-20,2010,12,545807,240763,202299,209050,202139
2009-12-21,2010,12,545807,239442,202632,209137,202446
2009-12-22,2010,12,545807,238571,202479,209006,202296
2009-12-23,2010,12,545807,236259,202954,209504,202757
2009-12-24,2010,12,545807,231783,202670,208977,202499
2009-12-25,2010,12,545807,230162,202544,208675,202353
2009-12-26,2010,12,545807,229153,202010,208123,201846
2009-12-27,2010,12,545807,228664,201939,207958,201778
2009-12-28,2010,12,545807,228558,202010,208066,201877
2009-12-29,2010,12,545807,227676,202011,208062,201851
2009-12-30,2010,12,545807,227675,201930,207998,201787
2009-12-31,2010,12,545807,226734,202265,208242,202143
2010-01-01,2010,1,545807,225776,202113,208178,201997
2010-01-02,2010,1,545807,224483,202159,208201,202051
2010-01-03,2010,1,545807,223488,201979,208063,201868
2010-01-04,2010,1,545807,222039,201408,207550,201303
2010-01-05,2010,1,545807,221447,201147,207109,201031
2010-01-06,2010,1,545807,221029,201100,206942,201001
2010-01-07,2010,1,545807,220480,201025,206882,200911
2010-01-08,2010,1,545807,219812,200711,206320,200598
2010-01-09,2010,1,545807,218969,200087,205550,199967
2010-01-10,2010,1,545807,218418,199722,205248,199606
2010-01-11,2010,1,545807,217822,199589,204952,199480
2010-01-12,2010,1,545807,217680,199506,204939,199404
2010-01-13,2010,1,545807,216569,199079,204289,198970
2010-01-14,2010,1,545807,216355,199034,204374,198939
2010-01-15,2010,1,545807,215924,198936,204241,198818
2010-01-16,2010,1,545807,215459,198855,203941,198745
2010-01-17,2010,1,545807,214523,199227,203940,199106
2010-01-18,2010,1,545807,213429,199140,203575,199010
2010-01-19,2010,1,545807,211101,198597,202710,198504
2010-01-20,2010,1,545807,210009,198533,202498,198412
2010-01-21,2010,1,545807,209736,198346,202293,198236
2010-01-22,2010,1,545807,208823,197650,201590,197525
2010-01-23,2010,1,545807,208095,197788,201714,197651
2010-01-24,2010,1,545807,207542,197531,201339,197402
2010-01-25,2010,1,545807,207696,197570,201547,197442
2010-01-26,2010,1,545807,207576,197301,201345,197201
2010-01-27,2010,1,545807,207527,197312,201212,197183
2010-01-28,2010,1,545807,207584,197372,201117,197250
2010-01-29,2010,1,545807,207183,196971,200677,196842
2010-01-30,2010,1,545807,206430,196578,200113,196457
2010-01-31,2010,1,545807,205495,196564,200018,196464
2010-02-01,2010,2,545807,203421,195931,199024,195866
2010-02-02,2010,2,545807,202743,195704,198799,195636
2010-02-03,2010,2,545807,202393,195721,198631,195649
2010-02-04,2010,2,545807,201274,195252,197898,195171
2010-02-05,2010,2,545807,200626,195025,197538,194965
2010-02-06,2010,2,545807,199988,194841,197116,194767
2010-02-07,2010,2,545807,199966,194995,197127,194907
2010-02-08,2010,2,545807,199581,194705,196797,194602
2010-02-09,2010,2,545807,199301,194511,196450,194420
2010-02-10,2010,2,545807,199062,194273,196320,194168
2010-02-11,2010,2,545807,199163,194352,196389,194225
2010-02-12,2010,2,545807,198537,193769,195800,193657
2010-02-13,2010,2,545807,198193,193324,195338,193207
2010-02-14,2010,2,545807,198218,193286,195346,193160
2010-02-15,2010,2,545807,197551,192693,194716,192563
2010-02-16,2010,2,545807,197787,192679,194751,192506
2010-02-17,2010,2,545807,197701,192657,194752,192506
2010-02-18,2010,2,545807,197379,192138,194360,192009
2010-02-19,2010,2,545807,197373,192115,194354,191977
2010-02-20,2010,2,545807,197035,191928,194055,191779
2010-02-21,2010,2,545807,196731,191582,193731,191434
2010-02-22,2010,2,545807,196454,191334,193554,191192
2010-02-23,2010,2,545807,196332,191215,193380,191059
2010-02-24,2010,2,545807,196240,191341,193374,191197
2010-02-25,2010,2,545807,195865,191075,193194,190894
2010-02-26,2010,2,545807,195664,191115,193215,190993
2010-02-27,2010,2,545807,195292,190976,193038,190882
2010-02-28,2010,2,545807,194995,190739,192782,190640
2010-03-01,2010,3,545807,194735,190408,192489,190330
2010-03-02,2010,3,545807,194352,190115,192085,190017
2010-03-03,2010,3,545807,194131,189918,191863,189843
2010-03-04,2010,3,545807,193229,189275,191281,189223
2010-03-05,2010,3,545807,192348,188606,190503,188565
2010-03-06,2010,3,545807,191963,188164,190111,188119
2010-03-07,2010,3,545807,191478,187530,189488,187502
2010-03-08,2010,3,545807,191022,187060,188956,187040
2010-03-09,2010,3,545807,190899,186796,188815,186771
2010-03-10,2010,3,545807,190700,186659,188563,186645
2010-03-11,2010,3,545807,190771,186610,188620,186593
2010-03-12,2010,3,545807,190535,186415,188390,186395
2010-03-13,2010,3,545807,190548,186571,188471,186553
2010-03-14,2010,3,545807,190020,185987,187945,185970
2010-11-15,2011,11,545807,298008,203582,217777,203481
2010-11-16,2011,11,545807,300136,203937,218082,203825
2010-11-17,2011,11,545807,300012,203757,217816,203664
2010-11-18,2011,11,545807,299220,203341,217541,203255
2010-11-19,2011,11,545807,297829,203203,217010,203097
2010-11-20,2011,11,545807,297629,203179,216932,203075
2010-11-21,2011,11,545807,302772,202896,216799,202797
2010-11-22,2011,11,545807,306108,203118,216778,203022
2010-11-23,2011,11,545807,307859,203270,216616,203172
2010-11-24,2011,11,545807,308663,203420,216384,203311
2010-11-25,2011,11,545807,308834,203064,215802,202932
2010-11-26,2011,11,545807,308151,203031,216024,202922
2010-11-27,2011,11,545807,308889,203061,216106,202955
2010-11-28,2011,11,545807,308535,202667,215456,202555
2010-11-29,2011,11,545807,309776,202454,215685,202354
2010-11-30,2011,11,545807,310180,202711,215625,202601
2010-12-01,2011,12,545807,309604,202783,215747,202654
2010-12-02,2011,12,545807,308743,202673,215659,202566
2010-12-03,2011,12,545807,306476,202805,215711,202692
2010-12-04,2011,12,545807,305062,202968,215851,202830
2010-12-05,2011,12,545807,304757,202892,215854,202802
2010-12-06,2011,12,545807,305523,203038,215948,202919
2010-12-07,2011,12,545807,306600,203624,216601,203519
2010-12-08,2011,12,545807,308644,203400,216321,203278
2010-12-09,2011,12,545807,309930,203364,216099,203253
2010-12-10,2011,12,545807,309557,203178,216253,203083
2010-12-11,2011,12,545807,309285,203009,216145,202891
2010-12-12,2011,12,545807,310087,203146,216076,203022
2010-12-13,2011,12,545807,309603,202983,216008,202846
2010-12-14,2011,12,545807,309587,202699,215719,202547
2010-12-15,2011,12,545807,309610,202846,215869,202702
2010-12-16,2011,12,545807,309700,203128,216005,202984
2010-12-17,2011,12,545807,309309,203357,216195,203192
2010-12-18,2011,12,545807,308905,203199,215894,203049
2010-12-19,2011,12,545807,307322,203262,215469,203106
2010-12-20,2011,12,545807,306760,203407,215621,203251
2010-12-21,2011,12,545807,306702,203574,215524,203446
2010-12-22,2011,12,545807,306279,203643,215632,203504
2010-12-23,2011,12,545807,305553,203742,215279,203589
2010-12-24,2011,12,545807,303381,203911,215344,203746
2010-12-25,2011,12,545807,298793,203796,214759,203674
2010-12-26,2011,12,545807,293145,203888,214617,203805
2010-12-27,2011,12,545807,286262,203745,213808,203649
2010-12-28,2011,12,545807,281663,203581,213472,203490
2010-12-29,2011,12,545807,278977,203246,212865,203164
2010-12-30,2011,12,545807,278083,203214,212619,203146
2010-12-31,2011,12,545807,277063,202717,211760,202638
2011-01-01,2011,1,545807,276343,202901,211634,202804
2011-01-02,2011,1,545807,275905,202752,211358,202673
2011-01-03,2011,1,545807,275022,202446,210782,202355
2011-01-04,2011,1,545807,274376,202296,210699,202210
2011-01-05,2011,1,545807,273555,202331,210474,202240
2011-01-06,2011,1,545807,272317,202422,210617,202344
2011-01-07,2011,1,545807,270367,202057,210041,201954
2011-01-08,2011,1,545807,269406,201744,209844,201662
2011-01-09,2011,1,545807,268980,201625,209516,201537
2011-01-10,2011,1,545807,268373,201265,209368,201199
2011-01-11,2011,1,545807,267608,201156,208996,201058
2011-01-12,2011,1,545807,262319,200913,208445,200831
2011-01-13,2011,1,545807,252087,200762,207799,200663
2011-01-14,2011,1,545807,245227,200579,207384,200506
2011-01-15,2011,1,545807,243148,200833,207194,200746
2011-01-16,2011,1,545807,242140,200492,206811,200407
2011-01-17,2011,1,545807,240332,200455,206891,200367
2011-01-18,2011,1,545807,236767,200447,206435,200365
2011-01-19,2011,1,545807,233647,200526,206491,200427
2011-01-20,2011,1,545807,230824,200323,205776,200224
2011-01-21,2011,1,545807,226595,199387,204508,199264
2011-01-22,2011,1,545807,221960,198660,203163,198551
2011-01-23,2011,1,545807,218016,198955,203216,198830
2011-01-24,2011,1,545807,215729,199020,203097,198902
2011-01-25,2011,1,545807,214380,198765,202735,198646
2011-01-26,2011,1,545807,213484,198945,202864,198796
2011-01-27,2011,1,545807,213102,198670,202704,198547
2011-01-28,2011,1,545807,212766,198685,202590,198568
2011-01-29,2011,1,545807,212277,198215,202064,198118
2011-01-30,2011,1,545807,211424,197569,201196,197467
2011-01-31,2011,1,545807,209151,196050,199232,195947
2011-02-01,2011,2,545807,207260,195336,198244,195250
2011-02-02,2011,2,545807,206278,195184,197933,195103
2011-02-03,2011,2,545807,205974,194904,197721,194830
2011-02-04,2011,2,545807,205696,194773,197533,194688
2011-02-05,2011,2,545807,205798,194760,197591,194691
2011-02-06,2011,2,545807,205570,194756,197371,194683
2011-02-07,2011,2,545807,204632,194626,196974,194546
2011-02-08,2011,2,545807,203345,194217,196428,194130
2011-02-09,2011,2,545807,202625,194299,196411,194237
2011-02-10,2011,2,545807,202042,194070,196187,194009
2011-02-11,2011,2,545807,201913,194045,196060,193988
2011-02-12,2011,2,545807,201365,193769,195844,193704
2011-02-13,2011,2,545807,200573,193305,195326,193249
2011-02-14,2011,2,545807,200196,193183,195177,193124
2011-02-15,2011,2,545807,199934,193255,195175,193206
2011-02-16,2011,2,545807,199564,193309,195204,193246
2011-02-17,2011,2,545807,199051,192993,194925,192939
2011-02-18,2011,2,545807,198114,192560,194403,192485
2011-02-19,2011,2,545807,197892,192375,194313,192316
2011-02-20,2011,2,545807,197497,192115,193990,192046
2011-02-21,2011,2,545807,197469,191969,193907,191911
2011-02-22,2011,2,545807,197176,191759,193650,191707
2011-02-23,2011,2,545807,197022,191475,193289,191418
2011-02-24,2011,2,545807,196670,191195,192933,191135
2011-02-25,2011,2,545807,196142,190690,192360,190620
2011-02-26,2011,2,545807,195695,190149,191819,190078
2011-02-27,2011,2,545807,195827,190172,191771,190075
2011-02-28,2011,2,545807,195970,190251,191697,190153
2011-03-01,2011,3,545807,195523,189683,191125,189586
2011-03-02,2011,3,545807,195081,189289,190725,189189
2011-03-03,2011,3,545807,194860,189273,190666,189172
2011-03-04,2011,3,545807,194753,189212,190564,189136
2011-03-05,2011,3,545807,194142,188515,189858,188417
2011-03-06,2011,3,545807,194055,188394,189741,188300
2011-03-07,2011,3,545807,193889,188331,189641,188246
2011-03-08,2011,3,545807,194308,188704,190037,188618
2011-03-09,2011,3,545807,194192,188629,189908,188547
2011-03-10,2011,3,545807,194198,188781,190019,188679
2011-03-11,2011,3,545807,193843,188376,189657,188282
2011-03-12,2011,3,545807,193639,188297,189612,188187
2011-03-13,2011,3,545807,193267,188068,189285,187966
2011-03-14,2011,3,545807,192754,187543,188809,187435
2011-11-15,2012,11,545807,240133,199893,207154,199760
2011-11-16,2012,11,545807,239907,200624,207860,200455
2011-11-17,2012,11,545807,240669,201003,208313,200871
2011-11-18,2012,11,545807,240845,201514,209048,201368
2011-11-19,2012,11,545807,241423,201875,209455,201724
2011-11-20,2012,11,545807,243210,201914,209666,201778
2011-11-21,2012,11,545807,243488,201972,209917,201835
2011-11-22,2012,11,545807,244990,202419,210482,202302
2011-11-23,2012,11,545807,244704,202229,210164,202079
2011-11-24,2012,11,545807,244831,202489,210573,202380
2011-11-25,2012,11,545807,244795,202295,210456,202168
2011-11-26,2012,11,545807,244265,202453,210443,202336
2011-11-27,2012,11,545807,244047,202438,210419,202305
2011-11-28,2012,11,545807,244367,202814,210538,202698
2011-11-29,2012,11,545807,243301,202046,209686,201959
2011-11-30,2012,11,545807,242262,201875,209175,201779
2011-12-01,2012,12,545807,240670,201380,208472,201276
2011-12-02,2012,12,545807,238934,200882,207894,200797
2011-12-03,2012,12,545807,237526,200711,207693,200594
2011-12-04,2012,12,545807,237242,200542,207208,200446
2011-12-05,2012,12,545807,237554,200537,207189,200418
2011-12-06,2012,12,545807,238388,200503,207130,200396
2011-12-07,2012,12,545807,238256,200489,207137,200381
2011-12-08,2012,12,545807,237738,200338,206927,200210
2011-12-09,2012,12,545807,237167,199918,206321,199813
2011-12-10,2012,12,545807,236758,199849,206146,199723
2011-12-11,2012,12,545807,238233,199729,206172,199592
2011-12-12,2012,12,545807,237820,199583,205680,199424
2011-12-13,2012,12,545807,237221,199406,205482,199254
2011-12-14,2012,12,545807,236922,199536,205403,199369
2011-12-15,2012,12,545807,236625,199194,204997,199034
2011-12-16,2012,12,545807,236987,199313,205313,199146
2011-12-17,2012,12,545807,236755,199107,204839,198947
2011-12-18,2012,12,545807,235956,199154,204870,198997
2011-12-19,2012,12,545807,235767,198840,204689,198700
2011-12-20,2012,12,545807,236173,199021,204638,198864
2011-12-21,2012,12,545807,236830,198883,204780,198760
2011-12-22,2012,12,545807,236318,198406,204306,198286
2011-12-23,2012,12,545807,235620,198790,204696,198666
2011-12-24,2012,12,545807,230902,198480,204172,198342
2011-12-25,2012,12,545807,226620,198418,204047,198306
2011-12-26,2012,12,545807,224887,198311,203819,198201
2011-12-27,2012,12,545807,223811,198542,204001,198417
2011-12-28,2012,12,545807,223524,198580,204114,198429
2011-12-29,2012,12,545807,223654,198632,204042,198486
2011-12-30,2012,12,545807,223150,198444,203953,198287
2011-12-31,2012,12,545807,221804,198671,204055,198521
2012-01-01,2012,1,545807,221759,199154,204612,199035
2012-01-02,2012,1,545807,221341,199141,204414,199011
2012-01-03,2012,1,545807,219772,199014,204304,198909
2012-01-04,2012,1,545807,218280,199811,204960,199681
2012-01-05,2012,1,545807,216789,199708,204687,199592
2012-01-06,2012,1,545807,216285,199624,204512,199516
2012-01-07,2012,1,545807,215823,199423,204215,199324
2012-01-08,2012,1,545807,215226,199012,203824,198924
2012-01-09,2012,1,545807,214564,198793,203410,198697
2012-01-10,2012,1,545807,214257,198588,203171,198480
2012-01-11,2012,1,545807,214318,198602,203236,198509
2012-01-12,2012,1,545807,213986,198727,203040,198603
2012-01-13,2012,1,545807,214115,198921,203250,198816
2012-01-14,2012,1,545807,213966,198823,203252,198703
2012-01-15,2012,1,545807,214016,198762,203098,198644
2012-01-16,2012,1,545807,214021,198995,203211,198897
2012-01-17,2012,1,545807,214327,199146,203337,199023
2012-01-18,2012,1,545807,214012,199160,203316,199037
2012-01-19,2012,1,545807,213454,198979,203232,198877
2012-01-20,2012,1,545807,213274,199384,203487,199276
2012-01-21,2012,1,545807,212437,199261,203256,199116
2012-01-22,2012,1,545807,212821,199503,203586,199374
2012-01-23,2012,1,545807,212491,199514,203506,199378
2012-01-24,2012,1,545807,211873,199807,203580,199662
2012-01-25,2012,1,545807,209781,199100,202892,198955
2012-01-26,2012,1,545807,209036,199381,202881,199248
2012-01-27,2012,1,545807,208150,199240,202853,199162
2012-01-28,2012,1,545807,207920,199208,202747,199142
2012-01-29,2012,1,545807,207580,199050,202610,198996
2012-01-30,2012,1,545807,207337,199004,202409,198938
2012-01-31,2012,1,545807,207013,198861,202242,198794
2012-02-01,2012,2,545807,206450,198241,201607,198181
2012-02-02,2012,2,545807,206177,198245,201595,198181
2012-02-03,2012,2,545807,205603,197758,201027,197681
2012-02-04,2012,2,545807,204713,197521,200638,197451
2012-02-05,2012,2,545807,204008,197406,200519,197342
2012-02-06,2012,2,545807,203608,197372,200372,197301
2012-02-07,2012,2,545807,203593,197354,200354,197281
2012-02-08,2012,2,545807,203242,197207,200208,197151
2012-02-09,2012,2,545807,203052,197241,200129,197177
2012-02-10,2012,2,545807,202518,196777,199588,196698
2012-02-11,2012,2,545807,202611,197009,199698,196935
2012-02-12,2012,2,545807,202087,196636,199283,196566
2012-02-13,2012,2,545807,201223,196315,198874,196257
2012-02-14,2012,2,545807,200398,195863,198351,195790
2012-02-15,2012,2,545807,199287,195110,197433,195051
2012-02-16,2012,2,545807,198448,194432,196719,194363
2012-02-17,2012,2,545807,198242,194356,196574,194294
2012-02-18,2012,2,545807,197919,194137,196319,194074
2012-02-19,2012,2,545807,197770,194238,196278,194168
2012-02-20,2012,2,545807,197193,193862,195707,193796
2012-02-21,2012,2,545807,196688,193361,195260,193296
2012-02-22,2012,2,545807,196596,193170,195078,193095
2012-02-23,2012,2,545807,196179,192655,194596,192598
2012-02-24,2012,2,545807,195387,191838,193679,191789
2012-02-25,2012,2,545807,195361,191812,193665,191758
2012-02-26,2012,2,545807,195034,191414,193209,191353
2012-02-27,2012,2,545807,194290,190786,192532,190729
2012-02-28,2012,2,545807,194004,190601,192294,190557
2012-02-29,2012,2,545807,193245,189986,191673,189943
2012-03-01,2012,3,545807,192272,189296,190958,189247
2012-03-02,2012,3,545807,191534,188933,190530,188900
2012-03-03,2012,3,545807,190676,188450,189940,188428
2012-03-04,2012,3,545807,190053,187985,189396,187969
2012-03-05,2012,3,545807,189873,187720,189209,187711
2012-03-06,2012,3,545807,189463,187436,188837,187422
2012-03-07,2012,3,545807,189193,187234,188602,187216
2012-03-08,2012,3,545807,188782,186917,188251,186907
2012-03-09,2012,3,545807,188632,186783,188161,186779
2012-03-10,2012,3,545807,188720,187021,188329,187014
2012-03-11,2012,3,545807,188571,186957,188227,186954
2012-03-12,2012,3,545807,188465,186838,188059,186832
2012-03-13,2012,3,545807,188037,186449,187706,186442
2012-03-14,2012,3,545807,187879,186298,187547,186289
2012-11-15,2013,11,545807,231525,192216,197070,192146
2012-11-16,2013,11,545807,232775,192307,197122,192213
2012-11-17,2013,11,545807,232646,192642,197523,192553
2012-11-18,2013,11,545807,232906,192623,197416,192545
2012-11-19,2013,11,545807,232360,192421,197148,192337
2012-11-20,2013,11,545807,231808,192422,197115,192328
2012-11-21,2013,11,545807,230863,191907,196587,191821
2012-11-22,2013,11,545807,230327,191456,196096,191370
2012-11-23,2013,11,545807,229759,191593,196049,191480
2012-11-24,2013,11,545807,229063,190920,195448,190829
2012-11-25,2013,11,545807,228818,191079,195524,190968
2012-11-26,2013,11,545807,228882,191235,195647,191123
2012-11-27,2013,11,545807,229501,191098,195594,190989
2012-11-28,2013,11,545807,229598,191090,195537,190945
2012-11-29,2013,11,545807,230571,190777,195186,190660
2012-11-30,2013,11,545807,231603,190376,194800,190262
2012-12-01,2013,12,545807,231796,190479,194767,190351
2012-12-02,2013,12,545807,230614,190279,194657,190150
2012-12-03,2013,12,545807,231099,190198,194438,190042
2012-12-04,2013,12,545807,232992,190487,194809,190349
2012-12-05,2013,12,545807,231123,190130,194389,189996
2012-12-06,2013,12,545807,228181,189949,194175,189808
2012-12-07,2013,12,545807,224604,189504,193736,189380
2012-12-08,2013,12,545807,223904,189356,193589,189249
2012-12-09,2013,12,545807,227219,189059,193359,188928
2012-12-10,2013,12,545807,229288,189006,193254,188859
2012-12-11,2013,12,545807,231125,189114,193311,188986
2012-12-12,2013,12,545807,232320,189327,193709,189197
2012-12-13,2013,12,545807,232084,188913,193476,188802
2012-12-14,2013,12,545807,232899,188914,193418,188788
2012-12-15,2013,12,545807,235678,188773,193498,188666
2012-12-16,2013,12,545807,239218,189528,194494,189413
2012-12-17,2013,12,545807,240746,189328,194292,189221
2012-12-18,2013,12,545807,242228,189736,194745,189615
2012-12-19,2013,12,545807,244778,189994,195135,189897
2012-12-20,2013,12,545807,245350,190781,196037,190682
2012-12-21,2013,12,545807,241666,190990,196124,190877
2012-12-22,2013,12,545807,241872,190809,196143,190704
2012-12-23,2013,12,545807,243228,190978,196391,190876
2012-12-24,2013,12,545807,246266,191155,196631,191015
2012-12-25,2013,12,545807,246249,190802,196533,190696
2012-12-26,2013,12,545807,244151,190694,196291,190596
2012-12-27,2013,12,545807,243032,191171,196681,191054
2012-12-28,2013,12,545807,244102,191555,197207,191439
2012-12-29,2013,12,545807,246639,192461,198022,192338
2012-12-30,2013,12,545807,253078,192932,198775,192772
2012-12-31,2013,12,545807,253189,192833,198588,192652
2013-01-01,2013,1,545807,253004,192606,198565,192414
2013-01-02,2013,1,545807,250996,192361,198177,192141
2013-01-03,2013,1,545807,249644,192158,198045,191946
2013-01-04,2013,1,545807,249443,192022,197839,191792
2013-01-05,2013,1,545807,248835,191881,197480,191654
2013-01-06,2013,1,545807,247784,191366,196946,191155
2013-01-07,2013,1,545807,244676,191538,196818,191274
2013-01-08,2013,1,545807,243136,191458,196573,191217
2013-01-09,2013,1,545807,242951,191976,197119,191712
2013-01-10,2013,1,545807,243349,192345,197472,192116
2013-01-11,2013,1,545807,243125,192688,197745,192415
2013-01-12,2013,1,545807,243081,192927,198057,192673
2013-01-13,2013,1,545807,242347,193180,198159,192909
2013-01-14,2013,1,545807,239164,192541,197251,192310
2013-01-15,2013,1,545807,234227,192571,196951,192304
2013-01-16,2013,1,545807,219837,192139,195609,191842
2013-01-17,2013,1,545807,209033,191622,194643,191418
2013-01-18,2013,1,545807,205975,190902,193800,190723
2013-01-19,2013,1,545807,205189,190659,193441,190505
2013-01-20,2013,1,545807,204260,190198,192952,190041
2013-01-21,2013,1,545807,203858,190407,193303,190265
2013-01-22,2013,1,545807,203654,190444,193296,190331
2013-01-23,2013,1,545807,203614,190415,193190,190296
2013-01-24,2013,1,545807,204040,190736,193689,190609
2013-01-25,2013,1,545807,204119,190962,193716,190872
2013-01-26,2013,1,545807,204098,191074,193905,191001
2013-01-27,2013,1,545807,204200,191098,193941,191032
2013-01-28,2013,1,545807,204037,191055,193813,191006
2013-01-29,2013,1,545807,203727,190653,193352,190590
2013-01-30,2013,1,545807,203446,190615,193274,190561
2013-01-31,2013,1,545807,202995,190206,192793,190151
2013-02-01,2013,2,545807,203048,190201,192778,190132
2013-02-02,2013,2,545807,202826,190063,192570,189969
2013-02-03,2013,2,545807,203131,190180,192737,190074
2013-02-04,2013,2,545807,203029,190154,192668,190062
2013-02-05,2013,2,545807,202831,190033,192571,189927
2013-02-06,2013,2,545807,202774,190310,192825,190213
2013-02-07,2013,2,545807,202395,190082,192560,189977
2013-02-08,2013,2,545807,201366,190073,192511,189968
2013-02-09,2013,2,545807,199295,189666,192027,189586
2013-02-10,2013,2,545807,198033,189522,191894,189489
2013-02-11,2013,2,545807,196692,188906,191171,188879
2013-02-12,2013,2,545807,196728,189132,191334,189110
2013-02-13,2013,2,545807,196404,188980,191282,188955
2013-02-14,2013,2,545807,196229,188870,191170,188834
2013-02-15,2013,2,545807,196238,188617,191060,188578
2013-02-16,2013,2,545807,196285,188848,191126,188808
2013-02-17,2013,2,545807,195901,188840,191034,188805
2013-02-18,2013,2,545807,195317,188340,190492,188285
2013-02-19,2013,2,545807,195225,188335,190398,188281
2013-02-20,2013,2,545807,194919,188324,190272,188264
2013-02-21,2013,2,545807,194680,188148,190176,188083
2013-02-22,2013,2,545807,194224,187996,189977,187945
2013-02-23,2013,2,545807,194234,188181,190088,188100
2013-02-24,2013,2,545807,193953,188087,190018,187992
2013-02-25,2013,2,545807,194204,188514,190291,188404
2013-02-26,2013,2,545807,194269,188536,190318,188434
2013-02-27,2013,2,545807,193974,188160,189926,188056
2013-02-28,2013,2,545807,193565,187852,189559,187751
2013-03-01,2013,3,545807,193197,187760,189320,187683
2013-03-02,2013,3,545807,193118,187762,189255,187683
2013-03-03,2013,3,545807,192438,187491,188763,187427
2013-03-04,2013,3,545807,191820,187050,188247,186975
2013-03-05,2013,3,545807,190910,186723,187825,186674
2013-03-06,2013,3,545807,190385,186286,187445,186243
2013-03-07,2013,3,545807,189729,186385,187320,186334
2013-03-08,2013,3,545807,189209,186086,186952,186029
2013-03-09,2013,3,545807,189103,186056,186882,186003
2013-03-10,2013,3,545807,189183,186110,186964,186051
2013-03-11,2013,3,545807,189276,186213,187038,186168
2013-03-12,2013,3,545807,189550,186481,187221,186434
2013-03-13,2013,3,545807,189102,186060,186809,186003
2013-03-14,2013,3,545807,188658,185594,186352,185540
2013-11-15,2014,11,545807,223200,195179,200852,195111
2013-11-16,2014,11,545807,222768,195570,201077,195513
2013-11-17,2014,11,545807,221626,195248,200869,195173
2013-11-18,2014,11,545807,221247,195054,200550,194993
2013-11-19,2014,11,545807,221707,195803,201285,195703
2013-11-20,2014,11,545807,221105,195743,201114,195633
2013-11-21,2014,11,545807,220635,195744,201124,195641
2013-11-22,2014,11,545807,220129,196046,201381,195968
2013-11-23,2014,11,545807,219484,196323,201715,196218
2013-11-24,2014,11,545807,220578,197439,202775,197319
2013-11-25,2014,11,545807,221098,197555,202933,197431
2013-11-26,2014,11,545807,221411,197514,203009,197404
2013-11-27,2014,11,545807,221150,197621,203202,197503
2013-11-28,2014,11,545807,219898,196585,202196,196474
2013-11-29,2014,11,545807,219107,196365,201725,196240
2013-11-30,2014,11,545807,218538,195879,201271,195764
2013-12-01,2014,12,545807,220295,197070,202559,196967
2013-12-02,2014,12,545807,219445,197126,202514,197027
2013-12-03,2014,12,545807,217633,197353,202818,197266
2013-12-04,2014,12,545807,216771,197538,202924,197427
2013-12-05,2014,12,545807,216835,197646,203305,197518
2013-12-06,2014,12,545807,216273,197379,202993,197304
2013-12-07,2014,12,545807,216134,197293,202888,197231
2013-12-08,2014,12,545807,215988,197391,203026,197327
2013-12-09,2014,12,545807,215901,197599,203287,197547
2013-12-10,2014,12,545807,215739,197733,203351,197677
2013-12-11,2014,12,545807,215779,197875,203624,197819
2013-12-12,2014,12,545807,215949,198237,203884,198193
2013-12-13,2014,12,545807,216088,198331,204128,198302
2013-12-14,2014,12,545807,215821,198773,204524,198750
2013-12-15,2014,12,545807,215833,199136,204867,199112
2013-12-16,2014,12,545807,216399,199695,205607,199671
